date,lat,lon,accumswe_daily
1980-08-28T12:00:00Z,44.59644457,-110.5471962,0
1980-08-29T12:00:00Z,44.59644457,-110.5471962,0
1980-08-30T12:00:00Z,44.59644457,-110.5471962,0
1980-08-31T12:00:00Z,44.59644457,-110.5471962,0
1980-09-01T12:00:00Z,44.59644457,-110.5471962,0
1980-09-02T12:00:00Z,44.59644457,-110.5471962,0
1980-09-03T12:00:00Z,44.59644457,-110.5471962,0
1980-09-04T12:00:00Z,44.59644457,-110.5471962,0
1980-09-05T12:00:00Z,44.59644457,-110.5471962,0
1980-09-06T12:00:00Z,44.59644457,-110.5471962,0
1980-09-07T12:00:00Z,44.59644457,-110.5471962,0
1980-09-08T12:00:00Z,44.59644457,-110.5471962,0
1980-09-09T12:00:00Z,44.59644457,-110.5471962,0
1980-09-10T12:00:00Z,44.59644457,-110.5471962,0
1980-09-11T12:00:00Z,44.59644457,-110.5471962,0
1980-09-12T12:00:00Z,44.59644457,-110.5471962,0
1980-09-13T12:00:00Z,44.59644457,-110.5471962,0
1980-09-14T12:00:00Z,44.59644457,-110.5471962,0
1980-09-15T12:00:00Z,44.59644457,-110.5471962,0
1980-09-16T12:00:00Z,44.59644457,-110.5471962,0.4
1980-09-17T12:00:00Z,44.59644457,-110.5471962,0
1980-09-18T12:00:00Z,44.59644457,-110.5471962,0
1980-09-19T12:00:00Z,44.59644457,-110.5471962,0
1980-09-20T12:00:00Z,44.59644457,-110.5471962,1.3
1980-09-21T12:00:00Z,44.59644457,-110.5471962,2.3
1980-09-22T12:00:00Z,44.59644457,-110.5471962,0
1980-09-23T12:00:00Z,44.59644457,-110.5471962,0.4
1980-09-24T12:00:00Z,44.59644457,-110.5471962,0
1980-09-25T12:00:00Z,44.59644457,-110.5471962,0
1980-09-26T12:00:00Z,44.59644457,-110.5471962,0
1980-09-27T12:00:00Z,44.59644457,-110.5471962,0
1980-09-28T12:00:00Z,44.59644457,-110.5471962,0
1980-09-29T12:00:00Z,44.59644457,-110.5471962,0
1980-09-30T12:00:00Z,44.59644457,-110.5471962,0
1980-10-01T12:00:00Z,44.59644457,-110.5471962,0
1980-10-02T12:00:00Z,44.59644457,-110.5471962,0
1980-10-03T12:00:00Z,44.59644457,-110.5471962,0
1980-10-04T12:00:00Z,44.59644457,-110.5471962,0
1980-10-05T12:00:00Z,44.59644457,-110.5471962,0
1980-10-06T12:00:00Z,44.59644457,-110.5471962,0
1980-10-07T12:00:00Z,44.59644457,-110.5471962,0
1980-10-08T12:00:00Z,44.59644457,-110.5471962,0
1980-10-09T12:00:00Z,44.59644457,-110.5471962,0
1980-10-10T12:00:00Z,44.59644457,-110.5471962,0
1980-10-11T12:00:00Z,44.59644457,-110.5471962,0
1980-10-12T12:00:00Z,44.59644457,-110.5471962,0
1980-10-13T12:00:00Z,44.59644457,-110.5471962,1.9
