year,month,lat,lon,soil_water_monthly,runoff_monthly,rain_monthly,accumswe_monthly,pet_monthly,deficit_monthly,aet_monthly
1992,4,31.942809,-113.020708,28.650653839111328,6.863901138305664,9.829999923706055,0,125.9530029296875,103.93390655517578,22.01910400390625
1992,5,31.942809,-113.020708,9.019515037536621,0,0,0,159.4783935546875,146.58299255371094,12.895389556884766
1992,6,31.942809,-113.020708,2.1712584495544434,0,0,0,175.33819580078125,172.0159454345703,3.3222897052764893
1992,7,31.942809,-113.020708,8.759133338928223,8.376127243041992,56.03099822998047,0,192.53590393066406,180.66639709472656,11.869484901428223
1992,8,31.942809,-113.020708,28.762836456298828,41.41374969482422,52.0989990234375,0,176.04063415527344,145.39364624023437,30.646942138671875
1992,9,31.942809,-113.020708,8.53620719909668,0,0,0,143.30917358398437,130.39654541015625,12.912628173828125
1992,10,31.942809,-113.020708,2.3197543621063232,0,0,0,100.25867462158203,97.84064483642578,2.418025255203247
1992,11,31.942809,-113.020708,1.0649468898773193,0,0,0,52.765438079833984,52.1597900390625,0.6056529879570007
1992,12,31.942809,-113.020708,31.664304733276367,20.79673957824707,64.87799835205078,0,37.567832946777344,30.362077713012695,7.205752849578857
1993,1,31.942809,-113.020708,37.343467712402344,74.51056671142578,80.60600280761719,0,48.17256164550781,38.67293167114258,9.499629974365234
1993,2,31.942809,-113.020708,36.20561599731445,23.55561065673828,38.336997985839844,0,53.34743881225586,42.51017761230469,10.83725357055664
1993,3,31.942809,-113.020708,31.733394622802734,4.539122581481934,17.694000244140625,0,90.29731750488281,71.63716888427734,18.660131454467773
1993,4,31.942809,-113.020708,22.55889129638672,0,0,0,119.99533081054687,100.13406372070312,19.861249923706055
1993,5,31.942809,-113.020708,6.871319770812988,0,0,0,159.44569396972656,149.76535034179687,9.680365562438965
1993,6,31.942809,-113.020708,1.6680529117584229,0,0,0,175.64328002929687,173.1505126953125,2.4927637577056885
1993,7,31.942809,-113.020708,0.332333505153656,0,0,0,189.00477600097656,188.44065856933594,0.5641207695007324
1993,8,31.942809,-113.020708,9.455070495605469,41.16863250732422,88.4699935913086,0,180.78643798828125,171.00001525878906,9.7864532470703125
1993,9,31.942809,-113.020708,23.40842056274414,0,0,0,138.57839965820312,113.3030014038086,25.275360107421875
1993,10,31.942809,-113.020708,7.353863716125488,0,0,0,100.42927551269531,92.64497375488281,7.784330368041992
1993,11,31.942809,-113.020708,22.64373207092285,13.290749549865723,49.150001525878906,0,55.915889739990234,48.77952575683594,7.1363701820373535
1993,12,31.942809,-113.020708,29.197612762451172,0,1.965999960899353,0,43.19804000854492,34.12212371826172,9.07591438293457
1994,1,31.942809,-113.020708,21.370447158813477,0,0,0,48.038597106933594,38.70609664916992,9.332507133483887
1994,2,31.942809,-113.020708,30.44212532043457,20.09805679321289,44.23500061035156,0,53.525753021240234,42.975181579589844,10.55057144165039
1994,3,31.942809,-113.020708,24.0465030670166,0,14.744999885559082,0,91.52153778076172,72.83943176269531,18.682104110717773
1994,4,31.942809,-113.020708,16.848651885986328,0,0,0,117.75369262695312,100.70185852050781,17.05183219909668
1994,5,31.942809,-113.020708,5.261606693267822,0,0,0,150.32427978515625,143.4016876220703,6.922607421875
1994,6,31.942809,-113.020708,1.2691477537155151,0,0,0,185.96383666992187,183.9268035888672,2.037034749984741
1994,7,31.942809,-113.020708,0.23593325912952423,0,0,0,198.3016357421875,197.88302612304687,0.4186161458492279
1994,8,31.942809,-113.020708,4.512803554534912,0,11.795999526977539,0,185.84475708007812,177.8972625732422,7.947524070739746
1994,9,31.942809,-113.020708,19.050981521606445,0,30.472999572753906,0,143.90438842773437,119.79132080078125,24.113079071044922
1994,10,31.942809,-113.020708,15.794655799865723,0,20.64299964904785,0,94.07897186279297,81.61613464355469,12.462828636169434
1994,11,31.942809,-113.020708,22.7994441986084,0,14.744999885559082,0,51.190460205078125,41.458805084228516,9.73165225982666
1994,12,31.942809,-113.020708,34.973594665527344,65.1738052368164,87.48699951171875,0,41.9869270324707,33.18947219848633,8.797451972961426
1995,1,31.942809,-113.020708,36.28461456298828,14.094745635986328,21.625999450683594,0,45.542476654052734,36.56768035888672,8.9747953414917
1995,2,31.942809,-113.020708,33.90787124633789,7.730959892272949,16.71099853515625,0,62.93244171142578,50.16859817504883,12.76382827758789
1995,3,31.942809,-113.020708,27.225481033325195,0,6.880999565124512,0,88.37812805175781,70.083709716796875,18.294435501098633
1995,4,31.942809,-113.020708,12.838862419128418,0,0,0,109.4894790649414,96.52472686767578,12.964752197265625
1995,5,31.942809,-113.020708,4.219427585601807,0,0,0,141.35528564453125,136.10781860351562,5.247469902038574
1995,6,31.942809,-113.020708,1.144307255744934,0,0,0,167.46377563476562,165.8162078857422,1.6475589275360107
1995,7,31.942809,-113.020708,0.23949702084064484,0,0,0,198.892333984375,198.47447204589844,0.417859822511673
1995,8,31.942809,-113.020708,18.445993423461914,2.619706153869629,48.16699981689453,0,187.68325805664062,169.32937622070312,18.353862762451172
1995,9,31.942809,-113.020708,14.4275541305542,0,0.9829999804496765,0,146.9780731201172,125.78919982910156,21.188871383666992
1995,10,31.942809,-113.020708,4.710570335388184,0,6.88100004196167,0,99.62903594970703,94.868194580078125,4.760842800140381
1995,11,31.942809,-113.020708,10.354379653930664,0,5.8979997634887695,0,64.78343963623047,57.65679168701172,7.1266560554504395
1995,12,31.942809,-113.020708,6.046785354614258,0,0,0,46.38228988647461,43.20105743408203,3.1812286376953125
1996,1,31.942809,-113.020708,3.7481138706207275,0,0,0,48.993247985839844,47.098533630371094,1.8947148323059082
1996,2,31.942809,-113.020708,13.860054969787598,0,25.557998657226562,0,64.7286605834961,55.89886474609375,8.829791069030762
1996,3,31.942809,-113.020708,12.524293899536133,0,0,0,91.0443344116211,78.75349426269531,12.290830612182617
1996,4,31.942809,-113.020708,4.4151611328125,0,0,0,124.71319580078125,119.68915557861328,5.024041652679443
1996,5,31.942809,-113.020708,1.1972066164016724,0,0,0,160.8909454345703,159.1495361328125,1.741409420967102
1996,6,31.942809,-113.020708,0.276218056678772,0,0,0,182.46678161621094,182.01771545410156,0.44907763600349426
1996,7,31.942809,-113.020708,0.8668138384819031,0,1.965999960899353,0,198.98147583007812,197.47792053222656,1.503509283065796
1996,8,31.942809,-113.020708,2.36916184425354,0,15.727999687194824,0,182.1934051513672,178.12071228027344,4.072679042816162
1996,9,31.942809,-113.020708,15.14622974395752,0,27.523998260498047,0,135.6397247314453,115.2472152709961,20.392513275146484
1996,10,31.942809,-113.020708,12.808931350708008,0,2.9489998817443848,0,96.40581512451172,83.46290588378906,12.942892074584961
1996,11,31.942809,-113.020708,6.94476318359375,0,0.9829999804496765,0,59.55774688720703,55.1474494934082,4.410300254821777
1996,12,31.942809,-113.020708,4.660324573516846,0,0,0,44.25565719604492,41.97016906738281,2.2854950428009033
1997,1,31.942809,-113.020708,6.655778884887695,0,7.863999843597412,0,47.78913116455078,44.36237335205078,3.4267568588256836
1997,2,31.942809,-113.020708,6.406828880310059,0,7.863999843597412,0,54.32737350463867,50.615142822265625,3.7122249603271484
1997,3,31.942809,-113.020708,7.624077796936035,0,0,0,99.41700744628906,91.31429290771484,8.102712631225586
1997,4,31.942809,-113.020708,10.449139595031738,0,12.778999328613281,0,114.69105529785156,103.84126281738281,10.849775314331055
1997,5,31.942809,-113.020708,3.1201555728912354,0,0,0,168.88320922851562,164.19204711914062,4.691167831420898
1997,6,31.942809,-113.020708,0.718319833278656,0,0,0,169.54176330566406,168.47850036621094,1.0632458925247192
1997,7,31.942809,-113.020708,5.64931583404541,0,25.557998657226562,0,192.9010009765625,183.55824279785156,9.342756271362305
1997,8,31.942809,-113.020708,26.052080154418945,4.459012985229492,34.404998779296875,0,185.9176788330078,154.3905487060547,31.52716064453125
1997,9,31.942809,-113.020708,28.380414962768555,7.815374851226807,55.04800033569336,0,147.09719848632812,118.77249908447266,28.3247127532959
1997,10,31.942809,-113.020708,23.74479866027832,0,0,0,94.82608795166016,77.271331787109375,17.554763793945312
1997,11,31.942809,-113.020708,12.244502067565918,0,0.9829999804496765,0,60.424381256103516,52.504661560058594,7.919707298278809
1997,12,31.942809,-113.020708,36.41847610473633,37.663108825683594,72.74199676513672,0,39.27285385131836,31.032209396362305,8.240642547607422
1998,1,31.942809,-113.020708,34.33472442626953,0,3.931999921798706,0,47.85610580444336,38.41059875488281,9.44550895690918
1998,2,31.942809,-113.020708,36.78667449951172,39.65615463256836,56.031002044677734,0,51.06827926635742,40.69627380371094,10.371999740600586
1998,3,31.942809,-113.020708,34.71690368652344,18.92546844482422,37.354000091552734,0,84.246826171875,66.85380554199219,17.39301109313965
1998,4,31.942809,-113.020708,29.7850399017334,1.0837702751159668,1.965999960899353,0,107.28123474121094,88.43582916259766,18.84542465209961
1998,5,31.942809,-113.020708,11.623200416564941,0,0.9829999804496765,0,142.993896484375,128.36961364746094,14.624282836914063
1998,6,31.942809,-113.020708,3.2761874198913574,0,0,0,166.9484405517578,162.2718505859375,4.67658805847168
1998,7,31.942809,-113.020708,6.487130641937256,0,21.625999450683594,0,202.1252899169922,190.85987854003906,11.265446662902832
1998,8,31.942809,-113.020708,10.965534210205078,0,16.71099853515625,0,187.0357208251953,167.5489959716797,19.48672866821289
1998,9,31.942809,-113.020708,8.589513778686523,0,8.8470001220703125,0,143.79153442382812,130.36305236816406,13.428464889526367
1998,10,31.942809,-113.020708,2.9279708862304687,0,2.9489998817443848,0,95.50215148925781,92.65541076660156,2.846743106842041
1998,11,31.942809,-113.020708,3.3536386489868164,0,0,0,58.46043014526367,56.38101577758789,2.0794129371643066
1998,12,31.942809,-113.020708,8.54523754119873,0,8.8470001220703125,0,41.41605758666992,37.583290100097656,3.8327715396881104
1999,1,31.942809,-113.020708,5.866714954376221,0,0,0,49.144561767578125,46.16851806640625,2.9760406017303467
